Gene,CPTACProteinPairs,CPTACProteinMedianDelta,CPTACProteinP,CPTACProteinQ,CPTACMutationCount,CPTACRecurrence,CPTACProteinSupport,DepMapCCRCCN,DepMapCCRCCMedian,DepMapNonKidneyN,DepMapNonKidneyMedian,DepMapSelectivityDelta,DepMapCCRCCDependency,DepMapCCRCCSelective,Holdout_Category,Evidence_Level,Evidence_Type_Count,FrozenLiteratureHoldout,IndependentEvidenceClassCount,IndependentAnyHit,IndependentStrongHit,LowFrequencyNovel,PostHocNonMutationAnyHit,PostHocNonMutationStrongHit
PAPPA2,64.0,-1.365065423784248,2.7242503724548267e-11,8.757069674897236e-11,0.0,False,True,16.0,0.0236334135232614,1144.0,0.0340749978264939,0.0104415843032325,False,False,,,,False,1,True,False,True,True,False
ITGB6,80.0,-0.8949431283795999,1.509910709731591e-13,7.562868457914849e-13,0.0,False,False,16.0,-0.0769415989937478,1144.0,-0.0651225104941238,0.011819088499624,False,False,,,,False,0,False,False,True,False,False
FN1,80.0,0.7403331055210991,1.8384165771219566e-10,5.295236388464864e-10,1.0,False,False,16.0,0.0257028212479943,1144.0,0.0254200686648812,-0.000282752583113,False,False,,,,False,0,False,False,True,False,False
MCM7,80.0,1.02204129568225,8.152358880315246e-15,1.3354214595445762e-13,0.0,False,True,16.0,-1.9340903781202807,1144.0,-1.89733225967826,0.0367581184420209,True,False,,,,False,1,True,False,True,True,False
MCM2,80.0,1.0107821314599494,8.466682565197592e-15,1.3354214595445762e-13,0.0,False,True,16.0,-1.7547276726694276,1144.0,-1.557007705091363,0.1977199675780643,True,False,,,,False,1,True,False,True,True,False
MCM5,80.0,0.8772679533441003,8.466682565197592e-15,1.3354214595445762e-13,0.0,False,False,16.0,-1.2957937381842015,1144.0,-1.3993791501153678,-0.1035854119311663,True,False,,,,False,0,False,False,True,False,False
ORC4,80.0,0.0676599867034504,7.745519192334393e-05,0.0001260588796918,0.0,False,False,16.0,-0.518681775811324,1144.0,-0.5129121389815758,0.0057696368297481,True,False,,,,False,0,False,False,True,False,False
MCM10,,,,,1.0,False,False,16.0,-0.7621604555155526,1144.0,-0.715803388430609,0.0463570670849435,True,False,,,,False,0,False,False,True,False,False
ORC1,20.0,0.4142377428909984,0.0005855560302734,0.0008754825617144,0.0,False,False,16.0,-1.145569883187885,1144.0,-1.0739418049677811,0.0716280782201039,True,False,,,,False,0,False,False,True,False,False
TOB1,4.0,,,,0.0,False,False,16.0,-0.1575492403860751,1144.0,-0.1460815036160552,0.0114677367700198,False,False,,,,False,0,False,False,True,False,False
VAV1,80.0,0.9935098457059492,1.0226231706471904e-14,1.3354214595445762e-13,0.0,False,False,16.0,-0.1062914809646987,1144.0,-0.0480520004355663,0.0582394805291324,False,False,,,,False,0,False,False,True,False,False
PRKCE,,,,,,False,False,16.0,-0.0923722945084836,1144.0,-0.0882811954122338,0.0040910990962497,False,False,,,,False,0,False,False,True,False,False
NTRK3,,,,,,False,False,16.0,-0.0251789060755624,1144.0,-0.0002812262176247,0.0248976798579376,False,False,,,,False,0,False,False,True,False,False
PTPRH,,,,,,False,False,16.0,0.0482970974569846,1144.0,0.0672617895991393,0.0189646921421547,False,False,,,,False,0,False,False,True,False,False
PTPRR,,,,,1.0,False,False,16.0,0.003524963438657,1144.0,0.0190752072403958,0.0155502438017387,False,False,,,,False,0,False,False,True,False,False
CAD,80.0,0.5991652057263508,8.152358880315246e-15,1.3354214595445762e-13,0.0,False,False,16.0,-0.3428368258431133,1144.0,-0.3340997875128856,0.0087370383302277,False,False,,,,False,0,False,False,True,False,False
TPR,80.0,0.1647085426056502,1.355940551022474e-07,2.849331235592916e-07,0.0,False,False,16.0,-1.016639191267531,1144.0,-1.0842958695085727,-0.0676566782410417,True,False,,,,False,0,False,False,True,False,False
MKNK1,55.0,0.4946431652250993,1.3070729488682975e-10,3.840752379499188e-10,1.0,False,False,16.0,0.0338557211195813,1144.0,0.0321339440897032,-0.0017217770298781,False,False,,,,False,0,False,False,True,False,False
KSR2,65.0,0.0411890360075979,0.4543092856681067,0.4882642843131213,2.0,True,False,16.0,-0.0083890577887153,1144.0,0.0043766696429638,0.0127657274316792,False,False,,,,False,1,True,False,True,False,False
SORBS3,80.0,-0.3112786958718008,3.3798530257705936e-08,7.534366242691119e-08,0.0,False,False,16.0,0.0097403009529287,1144.0,-0.0122003862715762,-0.0219406872245049,False,False,,,,False,0,False,False,True,False,False
IRS1,76.0,-0.2502922366762021,1.1865734381690033e-05,2.091786818373662e-05,0.0,False,False,16.0,-0.0601801183752967,1144.0,-0.092753427865,-0.0325733094897033,False,False,,,,False,0,False,False,True,False,False
TNFRSF1A,38.0,0.1560039290935488,0.0083382301600067,0.0111602195058046,0.0,False,False,16.0,0.1081192624452956,1144.0,0.1168578231720708,0.0087385607267752,False,False,,,,False,0,False,False,True,False,False
SLC9A1,80.0,-0.2082539144913511,1.8051389338731138e-07,3.744773244849995e-07,1.0,False,False,16.0,0.0829821214963705,1144.0,0.0361033937130083,-0.0468787277833622,False,False,,,,False,0,False,False,True,False,False
TH,33.0,-0.5156197303864012,7.683411240577698e-09,1.8445382859882212e-08,0.0,False,False,16.0,-0.1307785504169528,1144.0,-0.1015116487350044,0.0292669016819484,False,False,,,,False,0,False,False,True,False,False
PRKCD,80.0,-0.2567898897984975,2.7148506672785222e-08,6.121616431179837e-08,0.0,False,False,16.0,-0.0584808597343871,1144.0,-0.0739973114064677,-0.0155164516720805,False,False,,,,False,0,False,False,True,False,False
LIPE,69.0,-0.1378486654657997,0.0417673055916621,0.0516971662150013,1.0,False,False,16.0,-0.1707477655993954,1144.0,-0.1384188092009129,0.0323289563984825,False,False,,,,False,0,False,False,True,False,False
MBP,80.0,-0.1564914790567488,0.0001571598078067,0.0002479012417307,1.0,False,False,16.0,0.1193217152318686,1144.0,0.0964237260723476,-0.022897989159521,False,False,,,,False,0,False,False,True,False,False
KLF3,57.0,0.1585118378530019,0.0094836017809908,0.0126092832668604,0.0,False,False,16.0,0.1816077795527587,1144.0,0.0458767321304616,-0.135731047422297,False,False,,,,False,0,False,False,True,False,False
RAI2,7.0,,,,0.0,False,False,16.0,0.1146722766174253,1144.0,0.1249423289268833,0.010270052309458,False,False,,,,False,0,False,False,True,False,False
BAZ2B,12.0,,,,1.0,False,False,16.0,-0.0823765750412392,1144.0,-0.0195543925942966,0.0628221824469425,False,False,,,,False,0,False,False,True,False,False
SON,80.0,0.020129824842348,0.3254898862008217,0.3582217697385521,1.0,False,False,16.0,-1.0524541751734482,1144.0,-1.0624563709385135,-0.0100021957650655,True,False,,,,False,0,False,False,True,False,False
PDLIM4,80.0,-0.3964272542458005,0.0012262730901054,0.001780478310787,0.0,False,False,16.0,-0.0121768994659889,1144.0,0.0258618761068126,0.0380387755728015,False,False,,,,False,0,False,False,True,False,False
POM121,50.0,0.1273337988170997,0.075562066903787,0.0902613123056804,1.0,False,False,16.0,-0.2477053221332584,1128.0,-0.2583101310573193,-0.0106048089240609,False,False,,,,False,0,False,False,True,False,False
PRKG2,20.0,0.6804892109982994,0.017181396484375,0.0222707284416362,0.0,False,False,16.0,0.051651001157277,1144.0,-0.0029690464022234,-0.0546200475595004,False,False,,,,False,0,False,False,True,False,False
PHC2,80.0,0.2291109892394001,3.2001338264177134e-08,7.161844024449415e-08,1.0,False,False,16.0,-0.0984214993722633,1144.0,-0.1214527352542272,-0.0230312358819639,False,False,,,,False,0,False,False,True,False,False
SCMH1,24.0,0.1530921125520983,0.0126048326492309,0.0166037684247754,0.0,False,False,16.0,-0.0679002915832812,1144.0,-0.0529762621825558,0.0149240294007254,False,False,,,,False,0,False,False,True,False,False
SFMBT1,19.0,,,,1.0,False,False,16.0,-0.1496036338667704,1144.0,-0.0612163111273191,0.0883873227394513,False,False,,,,False,0,False,False,True,False,False
AFG3L2,80.0,-0.6966708704452493,3.1918970000589104e-12,1.180336911480118e-11,0.0,False,False,16.0,-1.012952703496318,1144.0,-1.218710804239008,-0.20575810074269,True,False,,,,False,0,False,False,True,False,False
BSDC1,80.0,0.1372746880803994,3.1316465920139327e-06,5.794056235387341e-06,0.0,False,False,16.0,-0.1690773707241314,1144.0,-0.1576858383464708,0.0113915323776605,False,False,,,,False,0,False,False,True,False,False
HNRNPK,80.0,0.0099444457540016,0.4371596404765172,0.4713490428828052,1.0,False,False,16.0,-2.3382971195389888,1144.0,-2.3448680944978038,-0.0065709749588145,True,False,,,,False,0,False,False,True,False,False
COIL,80.0,0.1385787865076011,8.003692976505917e-08,1.723965722660357e-07,0.0,False,False,16.0,-0.4259354869895885,1144.0,-0.3882929965032708,0.0376424904863176,False,False,,,,False,0,False,False,True,False,False
TRIM23,,,,,,False,False,16.0,-0.0505729158293197,1144.0,-0.0744001265032302,-0.0238272106739105,False,False,,,,False,0,False,False,True,False,False
CATSPER1,,,,,1.0,False,False,16.0,-0.0874293210440029,1144.0,-0.1613337136145718,-0.0739043925705689,False,False,,,,False,0,False,False,True,False,False
NTN4,80.0,-1.0827171265790998,1.1449828359123388e-14,1.3354214595445762e-13,2.0,True,True,16.0,-0.1020495050675305,1144.0,-0.0785743729867049,0.0234751320808255,False,False,,,,False,2,True,True,True,True,False
ACTG1,,,,,,False,False,16.0,-0.7162800533426465,1144.0,-0.6861939919936619,0.0300860613489846,True,False,,,,False,0,False,False,True,False,False
PLD1,80.0,0.4063335934994487,2.700471503911108e-11,8.685548211899826e-11,0.0,False,False,16.0,0.0241633338575232,1144.0,0.0224073843105117,-0.0017559495470115,False,False,,,,False,0,False,False,True,False,False
XPO6,56.0,0.1145605890463983,0.092887411576617,0.1100084440690543,0.0,False,False,16.0,0.0744884190006689,1144.0,0.0317136672877837,-0.0427747517128852,False,False,,,,False,0,False,False,True,False,False
MAPT,80.0,-0.8717345396196485,4.2555725323321385e-11,1.3332405947957278e-10,3.0,True,False,16.0,0.0384973281588676,1144.0,0.0747189165535807,0.036221588394713,False,False,,,,False,1,True,False,True,False,False
SPTAN1,80.0,-0.5095226580799999,9.482966249828276e-15,1.3354214595445762e-13,0.0,False,False,16.0,-0.1780681260281202,1144.0,-0.163577008565885,0.0144911174622351,False,False,,,,False,0,False,False,True,False,False
NRAP,29.0,0.3989318942662976,3.628432750701904e-05,6.050938938340228e-05,0.0,False,False,16.0,0.0943498491220073,1144.0,0.0902739765550456,-0.0040758725669617,False,False,,,,False,0,False,False,True,False,False
NOS2,,,,,1.0,False,False,16.0,-0.065079791664336,1144.0,-0.0763470779871748,-0.0112672863228387,False,False,,,,False,0,False,False,True,False,False
SVIL,80.0,0.0666433405458502,0.8893771902105768,0.901599578867763,1.0,False,False,16.0,0.0002522979070549,1144.0,-0.0026554896129204,-0.0029077875199754,False,False,,,,False,0,False,False,True,False,False
NEBL,80.0,-1.0464334544990486,7.849526548031477e-15,1.3354214595445762e-13,0.0,False,True,16.0,0.0459430439520543,1144.0,0.0823550798606888,0.0364120359086344,False,False,,,,False,1,True,False,True,True,False
SSH1,80.0,0.4469208760665495,2.7049761317164134e-14,2.0136650626670026e-13,1.0,False,False,16.0,-0.1867344182695829,1144.0,-0.1818281348555299,0.0049062834140529,False,False,,,,False,0,False,False,True,False,False
SSH2,30.0,-0.1620594326745994,0.0961015727370977,0.1134837698849719,0.0,False,False,16.0,-0.2210987267844817,1144.0,-0.1739403870480231,0.0471583397364586,False,False,,,,False,0,False,False,True,False,False
PHACTR4,80.0,-0.23449229125975,4.1070363594330403e-13,1.8368477576046984e-12,0.0,False,False,16.0,-0.2298698137167102,1144.0,-0.10340161629357,0.1264681974231402,False,False,,,,False,0,False,False,True,False,False
MYO1E,80.0,0.2680305449028992,6.914806971669327e-10,1.8640770573840423e-09,0.0,False,False,16.0,-0.0431693387269511,1144.0,-0.0305568646297072,0.0126124740972438,False,False,,,,False,0,False,False,True,False,False
MYO18B,,,,,2.0,True,False,16.0,0.0530306086655991,1144.0,0.0297162321139625,-0.0233143765516365,False,False,,,,False,1,True,False,True,False,False
CCT8,80.0,0.1098233378700008,1.2211270430040893e-07,2.581318051456356e-07,0.0,False,False,16.0,-1.652902447073764,1144.0,-1.6762843275084216,-0.0233818804346577,True,False,,,,False,0,False,False,True,False,False
AMHR2,,,,,,False,False,16.0,-0.031406691145054,1144.0,-0.0642565928434723,-0.0328499016984183,False,False,,,,False,0,False,False,True,False,False
ANAPC5,80.0,0.1303743142375495,1.4286386582174837e-07,2.992134062933373e-07,0.0,False,False,16.0,-1.4508168236582664,1144.0,-1.4156810439971983,0.0351357796610678,True,False,,,,False,0,False,False,True,False,False
ARHGEF6,80.0,0.4420782430479999,1.3056475789843866e-12,5.171602683843317e-12,0.0,False,False,16.0,0.1138819480299432,1144.0,0.1154405488855154,0.0015586008555722,False,False,,,,False,0,False,False,True,False,False
DAPK2,68.0,-0.4519659914394012,7.29141179340309e-06,1.3106081957762518e-05,0.0,False,False,16.0,-0.107001237080431,1144.0,-0.0613511213743415,0.0456501157060894,False,False,,,,False,0,False,False,True,False,False
EIF2AK4,80.0,0.1198718606179998,2.56957213108366e-08,5.807866973559566e-08,1.0,False,False,16.0,0.0595713379982137,1144.0,-0.025074346565791,-0.0846456845640048,False,False,,,,False,0,False,False,True,False,False
MYO3A,,,,,5.0,True,False,16.0,0.0921625471955131,1144.0,0.0451323660572426,-0.0470301811382705,False,False,,,,False,1,True,False,True,False,False
NAT8,80.0,-1.521842223246901,1.3307782953733955e-14,1.379346846299432e-13,1.0,False,True,16.0,0.008720688119145,1144.0,-0.046008113150941,-0.0547288012700861,False,False,,,,False,1,True,False,True,True,False
NUAK2,21.0,-0.4035795802093993,0.0006074905395507,0.0009054175451714,0.0,False,False,16.0,-0.0226447608957123,1144.0,-0.0343670324076968,-0.0117222715119844,False,False,,,,False,0,False,False,True,False,False
NUP37,80.0,0.0693822957884506,0.0004630123200504,0.0007001890249964,0.0,False,False,16.0,-0.0884988709324677,1144.0,-0.160195922472064,-0.0716970515395963,False,False,,,,False,0,False,False,True,False,False
CDK14,80.0,-0.2246966285618494,2.540850391205313e-05,4.311930152986609e-05,0.0,False,False,16.0,0.1062035847671497,1144.0,0.0913519819834845,-0.0148516027836652,False,False,,,,False,0,False,False,True,False,False
PPP3CC,80.0,0.2662159822642014,6.969004399854272e-13,2.934317642043904e-12,0.0,False,False,16.0,0.0523987935717233,1144.0,0.0259021570960364,-0.0264966364756868,False,False,,,,False,0,False,False,True,False,False
RAB34,80.0,0.2350561005871494,1.6543433587695408e-05,2.863965339168239e-05,0.0,False,False,16.0,-0.2294933481869153,1144.0,-0.2553313018928578,-0.0258379537059424,False,False,,,,False,0,False,False,True,False,False
RHPN2,80.0,0.3581174982751012,6.064642125038618e-11,1.8660437307811128e-10,0.0,False,False,16.0,0.0197997172513917,1144.0,0.0122330397969104,-0.0075666774544813,False,False,,,,False,0,False,False,True,False,False
SAMD8,,,,,,False,False,16.0,-0.018501861936049,1144.0,0.0043936267171017,0.0228954886531507,False,False,,,,False,0,False,False,True,False,False
USP45,6.0,,,,0.0,False,False,16.0,0.1186152373472421,1144.0,0.0996712871599854,-0.0189439501872567,False,False,,,,False,0,False,False,True,False,False
HTT,80.0,-0.1555182861084496,1.6218316929964487e-10,4.716847934572364e-10,0.0,False,False,16.0,-0.1195203194957435,1144.0,-0.1314959725644666,-0.011975653068723,False,False,,,,False,0,False,False,True,False,False
PCDHA4,,,,,,False,False,16.0,-0.1036003755402612,1144.0,-0.0631596897939728,0.0404406857462884,False,False,,,,False,0,False,False,True,False,False
LAMA4,80.0,1.17517946029915,5.2569384696613045e-14,3.1799159220102454e-13,0.0,False,True,16.0,0.0758564231297639,1144.0,0.0521520479327956,-0.0237043751969682,False,False,,,,False,1,True,False,True,True,False
PPM1E,49.0,-0.9271937574199,6.178169087434071e-12,2.183696354488209e-11,0.0,False,False,16.0,-0.1569793392154494,1144.0,-0.1755070927057928,-0.0185277534903433,False,False,,,,False,0,False,False,True,False,False
PGK1,80.0,0.86123230013275,8.466682565197592e-15,1.3354214595445762e-13,0.0,False,False,16.0,-0.5615837179112322,1144.0,-0.7668526388241312,-0.205268920912899,True,False,,,,False,0,False,False,True,False,False
DAPK1,80.0,0.1333352117424997,6.331478163927651e-05,0.0001037887329613,0.0,False,False,16.0,0.050088061860191,1144.0,0.0122004629049315,-0.0378875989552595,False,False,,,,False,0,False,False,True,False,False
CASP10,80.0,0.2882764142346499,3.1918970000589104e-12,1.180336911480118e-11,0.0,False,False,16.0,-0.0760774469799009,1144.0,-0.0672139085627329,0.0088635384171679,False,False,,,,False,0,False,False,True,False,False
NSMAF,72.0,0.3869850009210012,3.522294544748292e-13,1.6005306411336237e-12,0.0,False,False,16.0,-0.0648788236001934,1144.0,-0.0511096515934947,0.0137691720066987,False,False,,,,False,0,False,False,True,False,False
TRPC4AP,45.0,0.3439370741027971,2.4575628003731254e-06,4.588743164404784e-06,0.0,False,False,16.0,-0.0523170956525615,1144.0,-0.0162352374984867,0.0360818581540748,False,False,,,,False,0,False,False,True,False,False
TRADD,80.0,0.8703717563204005,7.849526548031477e-15,1.3354214595445762e-13,0.0,False,False,16.0,0.0840052807275382,1144.0,0.0810799286082148,-0.0029253521193233,False,False,,,,False,0,False,False,True,False,False
RNF10,42.0,-0.0833264682454508,0.8527725199924134,0.8703949530201093,0.0,False,False,16.0,-0.0157791120462717,1144.0,0.0119954973488471,0.0277746093951188,False,False,,,,False,0,False,False,True,False,False
PAPSS1,80.0,-0.1349692422432493,6.461041061376541e-05,0.0001057599804859,0.0,False,False,16.0,0.0047745597671484,1144.0,-0.0293812506129681,-0.0341558103801165,False,False,,,,False,0,False,False,True,False,False
TRDMT1,7.0,,,,0.0,False,False,16.0,0.0017530059415538,1144.0,0.0509868050030959,0.0492337990615421,False,False,,,,False,0,False,False,True,False,False
MAGED2,80.0,0.331484600108201,1.9761949595355777e-12,7.568973277250223e-12,0.0,False,False,16.0,0.2461991728438737,1144.0,0.2211850152053861,-0.0250141576384875,False,False,,,,False,0,False,False,True,False,False
SARS2,80.0,-0.4681582663839503,2.6805509782934905e-13,1.253130004667245e-12,0.0,False,False,16.0,-0.3399044222607171,1144.0,-0.601747848683948,-0.2618434264232309,False,False,,,,False,0,False,False,True,False,False
IGDCC3,,,,,,False,False,16.0,-0.1345083534781337,1144.0,-0.1349438394609921,-0.0004354859828583,False,False,,,,False,0,False,False,True,False,False
COL1A2,80.0,0.6662716059144493,7.075670886025602e-09,1.7051256102089695e-08,1.0,False,False,16.0,-0.0113577202006253,1144.0,0.0258078041697111,0.0371655243703364,False,False,,,,False,0,False,False,True,False,False
MMP9,80.0,0.5520358010292501,1.212287399524139e-08,2.852440940056797e-08,0.0,False,False,16.0,0.0033784491823486,1144.0,0.0362705635057329,0.0328921143233842,False,False,,,,False,0,False,False,True,False,False
THBS1,80.0,0.4584941396884492,1.4685210469837605e-06,2.813220757796883e-06,2.0,True,False,16.0,-0.0287389368454449,1144.0,-0.0048224115026475,0.0239165253427974,False,False,,,,False,1,True,False,True,False,False
COL7A1,30.0,0.2434257949753,0.1003973558545112,0.1184088416224302,1.0,False,False,16.0,-0.0095634367586304,1144.0,-0.0382277944651069,-0.0286643577064765,False,False,,,,False,0,False,False,True,False,False
COL4A5,76.0,-1.2085358094054488,6.920937086033776e-13,2.9249198399309404e-12,1.0,False,True,16.0,0.0553153572598595,1144.0,0.0516717668380363,-0.0036435904218231,False,False,,,,False,1,True,False,True,True,False
COL4A6,42.0,-0.969707121148101,1.8254922906635332e-08,4.2012950611705295e-08,1.0,False,False,16.0,0.0574870224442051,1144.0,0.0512600239989864,-0.0062269984452186,False,False,,,,False,0,False,False,True,False,False
COL4A3,80.0,-1.0740222015568488,7.849526548031477e-15,1.3354214595445762e-13,0.0,False,True,16.0,0.0166080532520668,1144.0,0.0505058323597105,0.0338977791076437,False,False,,,,False,1,True,False,True,True,False
COL2A1,61.0,0.4408279173848015,5.020365342755205e-05,8.284623807916782e-05,2.0,True,False,16.0,-0.1083680009213031,1144.0,-0.0761253162202254,0.0322426847010776,False,False,,,,False,1,True,False,True,False,False
COL13A1,,,,,,False,False,16.0,-0.019791099383915,1144.0,-0.0284033716074206,-0.0086122722235056,False,False,,,,False,0,False,False,True,False,False
FBLN1,80.0,-0.1688967045059985,0.026049216224252,0.0329898658090861,2.0,True,False,16.0,0.007010197138529,1144.0,-0.0056379913408238,-0.0126481884793529,False,False,,,,False,1,True,False,True,False,False
FBLN2,80.0,0.6033308990241988,8.636290045691082e-09,2.0671777269079365e-08,1.0,False,False,16.0,0.0362275364113485,1144.0,0.0206462380405241,-0.0155812983708243,False,False,,,,False,0,False,False,True,False,False
LTBP1,80.0,0.0347788053865496,0.3471804814818607,0.3809127167890611,2.0,True,False,16.0,-0.0049320465615946,1144.0,-0.0033242199987962,0.0016078265627984,False,False,,,,False,1,True,False,True,False,False
TGFBI,80.0,0.5659161746961008,3.979471830340482e-09,9.887751529454916e-09,0.0,False,False,16.0,0.0802204621295105,1144.0,0.1123339515742467,0.0321134894447362,False,False,,,,False,0,False,False,True,False,False
LACRT,,,,,1.0,False,False,16.0,-0.0376858705534013,1144.0,-0.0201166341228423,0.017569236430559,False,False,,,,False,0,False,False,True,False,False
TMPRSS6,,,,,,False,False,16.0,-0.0237433010737346,1144.0,-0.0285470532130956,-0.004803752139361,False,False,,,,False,0,False,False,True,False,False
DYSF,80.0,0.7068989980529015,7.580064558889704e-14,4.2502237605620453e-13,3.0,True,False,16.0,-0.0380311016135893,1144.0,-0.0280887897482958,0.0099423118652934,False,False,,,,False,1,True,False,True,False,False
CHD3,80.0,-0.2371293021399498,6.821012934563131e-08,1.478189754609637e-07,2.0,True,False,16.0,-0.0231231204993903,1144.0,-0.0180645061661541,0.0050586143332361,False,False,,,,False,1,True,False,True,False,False
FBN1,80.0,0.0021551799938013,0.96174583244761,0.9653147779293912,0.0,False,False,16.0,0.0651631410158466,1144.0,0.0673463350887143,0.0021831940728676,False,False,,,,False,0,False,False,True,False,False
FBN2,45.0,0.1191787678286004,0.5162910707568926,0.5493692922253934,2.0,True,False,16.0,0.0492522392586365,1144.0,0.0552135314632324,0.0059612922045958,False,False,,,,False,1,True,False,True,False,False
ELN,26.0,-0.1785413139915501,0.3940727114677429,0.4280613886281851,1.0,False,False,16.0,0.0366642525609446,1144.0,0.0309015178444771,-0.0057627347164675,False,False,,,,False,0,False,False,True,False,False
COL3A1,80.0,1.0379046180109484,3.43945958250822e-13,1.565395066397972e-12,2.0,True,True,16.0,0.0094203213257327,1144.0,-0.014571817755894,-0.0239921390816267,False,False,,,,False,2,True,True,True,True,False
DDR2,19.0,,,,0.0,False,False,16.0,-0.063865986320052,1144.0,-0.0064990993289136,0.0573668869911384,False,False,,,,False,0,False,False,True,False,False
NOTCH2,80.0,-0.1437355692183004,0.0007599244945436,0.0011231774990913,1.0,False,False,16.0,-0.0328979614290659,1144.0,-0.0809556223746404,-0.0480576609455745,False,False,,,,False,0,False,False,True,False,False
JAG2,,,,,1.0,False,False,16.0,0.0305426632248702,1144.0,0.0506714689460422,0.0201288057211719,False,False,,,,False,0,False,False,True,False,False
MAML2,73.0,0.1836930093975013,6.993491235159193e-07,1.3773588840396749e-06,0.0,False,False,16.0,-0.0541138412003137,1144.0,0.000381794135077,0.0544956353353908,False,False,,,,False,0,False,False,True,False,False
MAML3,73.0,-0.5451591781220984,7.94115505366479e-06,1.4215493446207376e-05,0.0,False,False,16.0,0.0821888531227962,1144.0,0.0668714412486033,-0.0153174118741928,False,False,,,,False,0,False,False,True,False,False
LAMA5,80.0,-0.0266886815379479,0.7118936067113277,0.7386839032006469,1.0,False,False,16.0,0.0134834413075728,1144.0,-0.0327378981587358,-0.0462213394663086,False,False,,,,False,0,False,False,True,False,False
LAMC1,80.0,0.4369975626095499,1.6504568681067023e-09,4.259243530597942e-09,1.0,False,False,16.0,0.0932278298929477,1144.0,0.0529824150702061,-0.0402454148227415,False,False,,,,False,0,False,False,True,False,False
MYL1,8.0,,,,1.0,False,False,16.0,0.0580061006853391,1144.0,0.0975667825310547,0.0395606818457155,False,False,,,,False,0,False,False,True,False,False
VWF,80.0,1.0671149173551484,1.5461621777490535e-14,1.4612647536796382e-13,1.0,False,True,16.0,0.0347136968739193,1144.0,0.0102136056249767,-0.0245000912489426,False,False,,,,False,1,True,False,True,True,False
COL5A3,80.0,1.0799651289730503,3.916274188810748e-14,2.58056118241822e-13,1.0,False,True,16.0,-0.0216531436930468,1144.0,-0.0653180398147292,-0.0436648961216823,False,False,,,,False,1,True,False,True,True,False
A2M,80.0,0.4088052674264499,1.6504568681067023e-09,4.259243530597942e-09,0.0,False,False,16.0,0.0114346883775382,1144.0,0.0393189398616508,0.0278842514841125,False,False,,,,False,0,False,False,True,False,False
PCNA,80.0,0.2163706343723479,6.123817673062837e-10,1.6666643211785774e-09,0.0,False,False,16.0,-2.651188203199357,1144.0,-2.755286488127229,-0.1040982849278719,True,False,,,,False,0,False,False,True,False,False
C1R,80.0,0.1019681263881988,0.0301646360651862,0.0378892376935554,1.0,False,False,,,,,,False,False,,,,False,0,False,False,True,False,False
CDC42BPA,80.0,-0.1394064776833001,2.051089423109458e-06,3.855125057333461e-06,0.0,False,False,16.0,-0.0564315804472203,1144.0,-0.0574296252433117,-0.0009980447960913,False,False,,,,False,0,False,False,True,False,False
VAV2,80.0,-0.3239800136420001,7.475199774436541e-13,3.1197013018956327e-12,0.0,False,False,16.0,-0.0747929143052558,1144.0,-0.0590979286406037,0.015694985664652,False,False,,,,False,0,False,False,True,False,False
ERBB2,80.0,-0.6840621304610508,8.466682565197592e-15,1.3354214595445762e-13,1.0,False,False,16.0,-0.2117561572755146,1144.0,-0.2526561566560062,-0.0408999993804916,False,False,,,,False,0,False,False,True,False,False
ERBB3,76.0,0.2832610790296499,1.2597420085188086e-06,2.426359650182039e-06,0.0,False,False,16.0,-0.2419106830432081,1144.0,-0.2364013477365941,0.005509335306614,False,False,,,,False,0,False,False,True,False,False
PIK3R2,,,,,,False,False,16.0,-0.23710988781834,1144.0,-0.1244825034153855,0.1126273844029545,False,False,,,,False,0,False,False,True,False,False
CBL,80.0,0.4466088128067493,1.0619072426644936e-14,1.3354214595445762e-13,0.0,False,False,16.0,0.0993787035540282,1144.0,0.0644811532803765,-0.0348975502736517,False,False,,,,False,0,False,False,True,False,False
PTK2B,80.0,0.0500533550576509,0.5204171690684798,0.5532415347761491,0.0,False,False,16.0,0.0983002133604209,1144.0,0.1269943192441155,0.0286941058836946,False,False,,,,False,0,False,False,True,False,False
SH3BP2,80.0,0.2670139816290984,2.1775702185057e-08,4.9673087715310756e-08,1.0,False,False,16.0,-0.0177670353575687,1144.0,-0.0028050253225048,0.0149620100350638,False,False,,,,False,0,False,False,True,False,False
CBLB,60.0,0.1363154856396011,0.0277275794938895,0.0350217148154975,0.0,False,False,16.0,-0.0459209407071922,1144.0,-0.0647441998534008,-0.0188232591462085,False,False,,,,False,0,False,False,True,False,False
PIK3R1,80.0,0.2660278007386498,5.868378400653242e-14,3.446989587974189e-13,2.0,True,False,16.0,0.003504322854573,1144.0,-0.025538726039407,-0.0290430488939801,False,False,Rare_somatic_driver,A,2.0,True,2,True,True,True,True,False
PTK2,80.0,0.0078512351092001,0.6280842750333655,0.6576071303575144,1.0,False,False,16.0,-1.050279936237816,1144.0,-0.4838080315919791,0.5664719046458367,True,True,,,,False,1,True,False,True,True,False
ABL1,80.0,0.004976881306101,0.5361001417392456,0.5685303967660409,1.0,False,False,16.0,0.0273137281171939,1144.0,-0.0218105281221711,-0.049124256239365,False,False,,,,False,0,False,False,True,False,False
KDR,32.0,0.2814175992005001,0.0324882394634187,0.0407268153061616,1.0,False,False,16.0,-0.0859543484196955,1144.0,-0.1221902191488222,-0.0362358707291267,False,False,,,,False,0,False,False,True,False,False
